name, value
snp2142,1
snp2143,7
snp2144,4
snp2145,2
snp2146,6
snp2147,3
snp2148,3
snp2149,2
snp2150,2
snp2151,1
snp2152,0
snp2153,5
snp2154,1
snp2155,2
snp2156,1
snp2157,0
snp2158,1
snp2159,2
snp2160,114
snp2161,1
snp2162,99
snp2163,1
snp2164,1
snp2165,25
snp2166,0
snp2167,0
snp2168,1
snp2169,1
snp2170,2
snp2171,1
snp2172,0
snp2173,0
snp2174,3
snp2175,1
snp2176,3
snp2177,25
snp2178,1
snp2179,4
snp2180,2
snp2181,109
snp2182,1
snp2183,17
snp2184,113
snp2185,1
snp2186,1
snp2187,3
snp2188,4
snp2189,2
snp2190,0
snp2191,113
snp2192,1
snp2193,1
snp2194,3
snp2195,92
snp2196,2
snp2197,75
snp2198,1
snp2199,0
snp2200,3
snp2201,1
snp2202,102
snp2203,2
snp2204,20
snp2205,1
snp2206,1
snp2207,3
snp2208,1
snp2209,1
snp2210,1
snp2211,1
snp2212,8
snp2213,1
snp2214,0
snp2215,1
snp2216,1
snp2217,1
snp2218,104
snp2219,1
snp2220,3
snp2221,0
snp2222,1
snp2223,1
snp2224,1
snp2225,1
snp2226,8
snp2227,6
snp2228,1
snp2229,2
snp2230,1
snp2231,3
snp2232,1
snp2233,0
snp2234,2
snp2235,4
snp2236,1
snp2237,2
snp2238,2
snp2239,1
snp2240,2
snp2241,4
snp2242,4
snp2243,4
snp2244,1
snp2245,1
snp2246,1
snp2247,41
snp2248,46
snp2249,16
snp2250,1
snp2251,1
snp2252,1
snp2253,113
snp2254,10
snp2255,3
snp2256,3
snp2257,2
snp2258,2
snp2259,94
snp2260,2
snp2261,3
snp2262,1
snp2263,1
snp2264,1
snp2265,9
snp2266,0
snp2267,1
snp2268,1
snp2269,52
snp2270,0
snp2271,112
snp2272,20
snp2273,0
snp2274,2
snp2275,0
snp2276,0
snp2277,2
snp2278,10
snp2279,1
snp2280,114
snp2281,25
snp2282,1
snp2283,1
snp2284,27
snp2285,1
snp2286,0
snp2287,3
snp2288,114
snp2289,1
snp2290,1
snp2291,1
snp2292,0
snp2293,4
snp2294,1
snp2295,1
snp2296,0
snp2297,1
snp2298,111
snp2299,7
snp2300,1
snp2301,1
snp2302,1
snp2303,1
snp2304,2
snp2305,1
snp2306,0
snp2307,1
snp2308,3
snp2309,4
snp2310,3
snp2311,4
snp2312,2
snp2313,2
snp2314,2
snp2315,1
snp2316,4
snp2317,1
snp2318,1
snp2319,1
snp2320,0
snp2321,1
snp2322,1
snp2323,27
snp2324,5
snp2325,0
snp2326,1
snp2327,1
snp2328,114
snp2329,17
snp2330,2
snp2331,2
snp2332,2
snp2333,1
snp2334,1
snp2335,3
snp2336,0
snp2337,1
snp2338,0
snp2339,0
snp2340,6
snp2341,0
snp2342,8
snp2343,1
snp2344,112
snp2345,2
snp2346,2
snp2347,1
snp2348,0
snp2349,3
snp2350,2
snp2351,1
snp2352,1
snp2353,0
snp2354,1
snp2355,110
snp2356,1
snp2357,1
snp2358,0
snp2359,1
snp2360,1
snp2361,1
snp2362,3
snp2363,2
snp2364,1
snp2365,0
snp2366,1
snp2367,0
snp2368,2
snp2369,24
snp2370,1
snp2371,1
snp2372,1
snp2373,0
snp2374,20
snp2375,0
snp2376,2
snp2377,1
snp2378,112
snp2379,26
snp2380,84
snp2381,1
snp2382,106
snp2383,1
snp2384,30
snp2385,70
snp2386,92
snp2387,1
snp2388,0
snp2389,81
snp2390,1
snp2391,1
snp2392,21
snp2393,99
snp2394,112
snp2395,1
snp2396,1
snp2397,0
snp2398,0
snp2399,1
snp2400,1
snp2401,1
snp2402,5
snp2403,93
snp2404,1
snp2405,6
snp2406,1
snp2407,20
snp2408,1
snp2409,5
snp2410,1
snp2411,1
snp2412,2
snp2413,1
snp2414,4
snp2415,2
snp2416,1
snp2417,2
snp2418,1
snp2419,1
snp2420,1
snp2421,24
snp2422,1
snp2423,0
snp2424,0
snp2425,2
snp2426,4
snp2427,1
snp2428,0
snp2429,22
snp2430,0
snp2431,0
snp2432,1
snp2433,1
snp2434,0
snp2435,1
snp2436,111
snp2437,114
snp2438,1
snp2439,5
snp2440,14
snp2441,0
snp2442,88
snp2443,78
snp2444,38
snp2445,3
snp2446,1
snp2447,3
snp2448,1
snp2449,0
snp2450,1
snp2451,0
snp2452,6
snp2453,8
snp2454,2
snp2455,1
snp2456,1
snp2457,0
snp2458,1
snp2459,11
snp2460,3
snp2461,4
snp2462,1
snp2463,0
snp2464,1
snp2465,1
snp2466,2
snp2467,1
snp2468,1
snp2469,1
snp2470,0
snp2471,1
snp2472,1
snp2473,1
snp2474,1
snp2475,5
snp2476,1
snp2477,1
snp2478,18
snp2479,0
snp2480,2
snp2481,1
snp2482,1
snp2483,1
snp2484,1
snp2485,1
snp2486,3
snp2487,24
snp2488,19
snp2489,2
snp2490,11
snp2491,2
snp2492,1
snp2493,8
snp2494,105
snp2495,81
snp2496,1
snp2497,1
snp2498,15
snp2499,2
snp2500,3
snp2501,15
snp2502,11
snp2503,4
snp2504,18
snp2505,25
snp2506,2
snp2507,1
snp2508,0
snp2509,4
snp2510,3
snp2511,1
snp2512,80
snp2513,1
snp2514,1
snp2515,12
snp2516,42
snp2517,2
snp2518,2
snp2519,11
snp2520,1
snp2521,13
snp2522,3
snp2523,0
snp2524,21
snp2525,10
snp2526,0
snp2527,1
snp2528,1
snp2529,114
snp2530,14
snp2531,0
snp2532,1
snp2533,114
snp2534,10
snp2535,2
snp2536,2
snp2537,113
snp2538,1
snp2539,1
snp2540,1
snp2541,15
snp2542,1
snp2543,3
snp2544,1
snp2545,26
snp2546,7
snp2547,15
snp2548,18
snp2549,0
snp2550,2
snp2551,20
snp2552,64
snp2553,3
snp2554,1
snp2555,1
snp2556,13
snp2557,2
snp2558,4
snp2559,1
snp2560,15
snp2561,1
snp2562,1
snp2563,1
snp2564,1
snp2565,1
snp2566,1
snp2567,7
snp2568,6
snp2569,5
snp2570,0
snp2571,4
snp2572,5
snp2573,4
snp2574,2
snp2575,66
snp2576,1
snp2577,1
snp2578,1
snp2579,0
snp2580,0
snp2581,1
snp2582,0
snp2583,0
snp2584,57
snp2585,24
snp2586,0
snp2587,0
snp2588,19
snp2589,0
snp2590,0
snp2591,1
snp2592,1
snp2593,7
snp2594,1
snp2595,1
snp2596,2
snp2597,1
snp2598,1
snp2599,3
snp2600,1
snp2601,1
snp2602,1
snp2603,1
snp2604,0
snp2605,1
snp2606,109
snp2607,1
snp2608,1
snp2609,1
snp2610,114
snp2611,1
snp2612,18
snp2613,1
snp2614,0
snp2615,4
snp2616,7
snp2617,3
snp2618,1
snp2619,1
snp2620,0
snp2621,51
snp2622,1
snp2623,0
snp2624,0
snp2625,0
snp2626,0
snp2627,4
snp2628,3
snp2629,101
snp2630,0
snp2631,1
snp2632,37
snp2633,9
snp2634,0
snp2635,1
snp2636,1
snp2637,1
snp2638,16
snp2639,16
snp2640,1
snp2641,3
snp2642,24
snp2643,1
snp2644,26
snp2645,1
snp2646,5
snp2647,21
snp2648,4
snp2649,2
snp2650,1
snp2651,1
snp2652,1
snp2653,0
snp2654,1
snp2655,114
snp2656,1
snp2657,114
snp2658,5
snp2659,1
snp2660,1
snp2661,1
snp2662,22
snp2663,92
snp2664,0
snp2665,1
snp2666,18
snp2667,75
snp2668,33
snp2669,3
snp2670,3
snp2671,5
snp2672,2
snp2673,1
snp2674,1
snp2675,1
snp2676,2
snp2677,10
snp2678,7
snp2679,1
snp2680,10
snp2681,1
snp2682,1
snp2683,5
snp2684,1
snp2685,3
snp2686,1
snp2687,36
snp2688,1
snp2689,6
snp2690,4
snp2691,13
snp2692,2
snp2693,1
snp2694,5
snp2695,1
snp2696,7
snp2697,5
snp2698,26
snp2699,1
snp2700,1
snp2701,1
snp2702,31
snp2703,3
snp2704,1
snp2705,2
snp2706,1
snp2707,0
snp2708,0
snp2709,4
snp2710,1
snp2711,15
snp2712,107
snp2713,1
snp2714,1
snp2715,0
snp2716,0
snp2717,1
snp2718,14
snp2719,1
snp2720,2
snp2721,1
snp2722,0
snp2723,2
snp2724,1
snp2725,1
snp2726,3
snp2727,1
snp2728,1
snp2729,3
snp2730,2
snp2731,34
snp2732,35
snp2733,0
snp2734,21
snp2735,7
snp2736,3
snp2737,0
snp2738,0
snp2739,1
snp2740,2
snp2741,9
snp2742,4
snp2743,2
snp2744,29
snp2745,7
snp2746,27
snp2747,1
snp2748,4
snp2749,2
snp2750,2
snp2751,2
snp2752,17
snp2753,83
snp2754,100
snp2755,1
snp2756,11
snp2757,12
snp2758,21
snp2759,1
snp2760,9
snp2761,3
snp2762,5
snp2763,37
snp2764,7
snp2765,1
snp2766,1
snp2767,4
snp2768,4
snp2769,2
snp2770,1
snp2771,4
snp2772,1
snp2773,3
snp2774,102
snp2775,10
snp2776,4
snp2777,9
snp2778,15
snp2779,2
snp2780,0
snp2781,1
snp2782,1
snp2783,1
snp2784,1
snp2785,1
snp2786,1
snp2787,5
snp2788,2
snp2789,1
snp2790,74
snp2791,66
snp2792,5
snp2793,18
snp2794,1
snp2795,1
snp2796,1
snp2797,7
snp2798,26
snp2799,3
snp2800,51
snp2801,50
snp2802,11
snp2803,44
snp2804,1
snp2805,12
snp2806,22
snp2807,6
snp2808,2
snp2809,0
snp2810,2
snp2811,12
snp2812,1
snp2813,53
snp2814,49
snp2815,0
snp2816,87
snp2817,3
snp2818,3
snp2819,2
snp2820,43
snp2821,70
snp2822,20
snp2823,0
snp2824,40
snp2825,110
snp2826,1
snp2827,72
snp2828,41
snp2829,3
snp2830,4
snp2831,4
snp2832,24
snp2833,10
snp2834,35
snp2835,27
snp2836,35
snp2837,1
snp2838,5
snp2839,1
snp2840,9
snp2841,5
snp2842,33
snp2843,2
snp2844,2
snp2845,12
snp2846,17
snp2847,6
snp2848,5
snp2849,15
snp2850,4
snp2851,7
snp2852,12
snp2853,3
snp2854,3
snp2855,12
snp2856,6
snp2857,13
snp2858,14
snp2859,1
snp2860,7
snp2861,6
snp2862,2
snp2863,0
snp2864,3
snp2865,2
snp2866,1
snp2867,5
snp2868,7
snp2869,16
snp2870,23
snp2871,1
snp2872,1
snp2873,1
snp2874,8
snp2875,4
snp2876,72
snp2877,92
snp2878,92
snp2879,7
snp2880,1
snp2881,3
snp2882,68
snp2883,61
snp2884,49
snp2885,12
snp2886,27
snp2887,14
snp2888,5
snp2889,10
snp2890,3
snp2891,0
snp2892,1
snp2893,1
snp2894,2
snp2895,11
snp2896,1
snp2897,1
snp2898,1
snp2899,4
snp2900,3
snp2901,2
snp2902,1
snp2903,1
snp2904,0
snp2905,4
snp2906,0
snp2907,0
snp2908,1
snp2909,1
snp2910,19
snp2911,1
snp2912,1
snp2913,1
snp2914,1
snp2915,4
snp2916,1
snp2917,1
snp2918,3
snp2919,4
snp2920,0
snp2921,0
snp2922,81
snp2923,102
snp2924,66
snp2925,47
snp2926,38
snp2927,4
snp2928,14
snp2929,5
snp2930,6
snp2931,1
snp2932,0
snp2933,73
snp2934,71
snp2935,7
snp2936,80
snp2937,1
snp2938,1
snp2939,105
snp2940,6
snp2941,107
snp2942,1
snp2943,0
snp2944,67
snp2945,0
snp2946,65
snp2947,0
snp2948,49
snp2949,0
snp2950,49
snp2951,1
snp2952,1
snp2953,50
snp2954,1
snp2955,50
snp2956,50
snp2957,1
snp2958,49
snp2959,43
snp2960,1
snp2961,1
snp2962,7
snp2963,43
snp2964,0
snp2965,6
snp2966,1
snp2967,4
snp2968,0
snp2969,0
snp2970,19
snp2971,1
snp2972,49
snp2973,43
snp2974,7
snp2975,1
snp2976,1
snp2977,43
snp2978,11
snp2979,2
snp2980,10
snp2981,0
snp2982,50
snp2983,1
snp2984,0
snp2985,0
snp2986,1
snp2987,1
snp2988,2
snp2989,43
snp2990,1
snp2991,1
snp2992,1
snp2993,5
snp2994,55
snp2995,43
snp2996,0
snp2997,1
snp2998,0
snp2999,14
snp3000,5
snp3001,0
snp3002,1
snp3003,6
snp3004,0
snp3005,0
snp3006,1
snp3007,44
snp3008,50
snp3009,1
snp3010,6
snp3011,6
snp3012,1
snp3013,6
snp3014,6
snp3015,31
snp3016,55
snp3017,1
snp3018,1
snp3019,6
snp3020,5
snp3021,1
snp3022,6
snp3023,3
snp3024,1
snp3025,1
snp3026,1
snp3027,1
snp3028,21
snp3029,5
snp3030,0
snp3031,1
snp3032,1
snp3033,1
snp3034,1
snp3035,0
snp3036,0
snp3037,1
snp3038,0
snp3039,1
snp3040,1
snp3041,2
snp3042,1
snp3043,1
snp3044,39
snp3045,1
snp3046,1
snp3047,2
snp3048,1
snp3049,1
snp3050,1
snp3051,0
snp3052,78
snp3053,1
snp3054,1
snp3055,0
snp3056,49
snp3057,1
snp3058,0
snp3059,0
snp3060,42
snp3061,0
snp3062,1
snp3063,1
snp3064,36
snp3065,5
snp3066,1
snp3067,114
snp3068,0
snp3069,0
snp3070,18
snp3071,6
snp3072,1
snp3073,1
snp3074,2
snp3075,1
snp3076,0
snp3077,67
snp3078,0
snp3079,1
snp3080,1
snp3081,1
snp3082,1
snp3083,37
snp3084,6
snp3085,13
snp3086,2
snp3087,33
snp3088,103
snp3089,0
snp3090,1
snp3091,1
snp3092,1
snp3093,1
snp3094,1
snp3095,1
snp3096,35
snp3097,1
snp3098,2
snp3099,1
snp3100,1
snp3101,38
snp3102,0
snp3103,37
snp3104,1
snp3105,1
snp3106,0
snp3107,112
snp3108,0
snp3109,38
snp3110,4
snp3111,0
snp3112,112
snp3113,3
snp3114,0
snp3115,36
snp3116,36
snp3117,2
snp3118,37
snp3119,114
snp3120,1
snp3121,38
snp3122,2
snp3123,0
snp3124,1
snp3125,41
snp3126,6
snp3127,3
snp3128,40
snp3129,40
snp3130,0
snp3131,1
snp3132,1
snp3133,2
snp3134,1
snp3135,41
snp3136,1
snp3137,1
snp3138,1
snp3139,1
snp3140,1
snp3141,1
snp3142,0
snp3143,1
snp3144,0
snp3145,1
snp3146,1
snp3147,112
snp3148,41
snp3149,41
snp3150,98
snp3151,1
snp3152,100
snp3153,1
snp3154,1
snp3155,101
snp3156,1
snp3157,1
snp3158,0
snp3159,41
snp3160,42
snp3161,9
snp3162,112
snp3163,1
snp3164,114
snp3165,1
snp3166,0
snp3167,0
snp3168,98
snp3169,98
snp3170,112
snp3171,0
snp3172,2
snp3173,1
snp3174,1
snp3175,1
snp3176,40
snp3177,0
snp3178,40
snp3179,1
snp3180,100
snp3181,1
snp3182,112
snp3183,1
snp3184,1
snp3185,40
snp3186,1
snp3187,4
snp3188,2
snp3189,1
snp3190,1
snp3191,4
snp3192,1
snp3193,1
snp3194,100
snp3195,1
snp3196,1
snp3197,1
snp3198,40
snp3199,3
snp3200,102
snp3201,0
snp3202,100
snp3203,102
snp3204,2
snp3205,2
snp3206,0
snp3207,1
snp3208,1
snp3209,1
snp3210,1
snp3211,1
snp3212,0
snp3213,1
snp3214,30
snp3215,0
snp3216,1
snp3217,65
snp3218,65
snp3219,1
snp3220,32
snp3221,1
snp3222,1
snp3223,1
snp3224,61
snp3225,7
snp3226,1
snp3227,1
snp3228,7
snp3229,1
snp3230,5
snp3231,1
snp3232,1
snp3233,0
snp3234,114
snp3235,1
snp3236,44
snp3237,44
snp3238,0
snp3239,1
snp3240,105
snp3241,1
snp3242,1
snp3243,2
snp3244,3
snp3245,3
snp3246,1
snp3247,1
snp3248,1
snp3249,1
snp3250,114
snp3251,0
snp3252,42
snp3253,114
snp3254,114
snp3255,1
snp3256,0
snp3257,114
snp3258,1
snp3259,1
snp3260,1
snp3261,1
snp3262,1
snp3263,0
snp3264,89
snp3265,1
snp3266,101
snp3267,1
snp3268,1
snp3269,114
snp3270,106
snp3271,2
snp3272,0
snp3273,1
snp3274,113
snp3275,114
snp3276,114
snp3277,0
snp3278,114
snp3279,1
snp3280,1
snp3281,1
snp3282,1
snp3283,1
snp3284,0
snp3285,106
snp3286,114
snp3287,1
snp3288,1
snp3289,114
snp3290,114
snp3291,1
snp3292,1
snp3293,1
snp3294,1
snp3295,114
snp3296,114
snp3297,1
snp3298,1
snp3299,1
snp3300,6
snp3301,105
snp3302,1
snp3303,1
snp3304,114
snp3305,2
snp3306,1
snp3307,2
snp3308,0
snp3309,10
snp3310,8
snp3311,22
snp3312,47
snp3313,17
snp3314,3
snp3315,1
snp3316,1
snp3317,113
snp3318,113
snp3319,1
snp3320,10
snp3321,1
snp3322,2
snp3323,4
snp3324,2
snp3325,24
snp3326,1
snp3327,23
snp3328,13
snp3329,2
snp3330,18
snp3331,20
snp3332,1
snp3333,114
snp3334,1
snp3335,1
snp3336,2
snp3337,3
snp3338,3
snp3339,1
snp3340,2
snp3341,44
snp3342,0
snp3343,1
snp3344,12
snp3345,1
snp3346,114
snp3347,114
snp3348,106
snp3349,42
snp3350,1
snp3351,1
snp3352,1
snp3353,1
snp3354,2
snp3355,1
snp3356,1
snp3357,1
snp3358,1
snp3359,1
snp3360,1
snp3361,114
snp3362,1
snp3363,1
snp3364,1
snp3365,0
snp3366,101
snp3367,114
snp3368,43
snp3369,114
snp3370,42
snp3371,1
snp3372,4
snp3373,1
snp3374,2
snp3375,1
snp3376,1
snp3377,1
snp3378,1
snp3379,114
snp3380,1
snp3381,0
snp3382,114
snp3383,64
snp3384,1
snp3385,3
snp3386,0
snp3387,114
snp3388,1
snp3389,0
snp3390,114
snp3391,114
snp3392,1
snp3393,1
snp3394,0
snp3395,1
snp3396,44
snp3397,92
snp3398,2
snp3399,1
snp3400,30
snp3401,31
snp3402,0
snp3403,27
snp3404,1
snp3405,3
snp3406,0
snp3407,30
snp3408,5
snp3409,1
snp3410,0
snp3411,18
snp3412,2
snp3413,2
snp3414,1
snp3415,0
snp3416,9
snp3417,16
snp3418,0
snp3419,7
snp3420,1
snp3421,0
snp3422,4
snp3423,9
snp3424,1
snp3425,14
snp3426,0
snp3427,5
snp3428,4
snp3429,1
snp3430,14
snp3431,2
snp3432,8
snp3433,16
snp3434,1
snp3435,7
snp3436,1
snp3437,2
snp3438,0
snp3439,2
snp3440,4
snp3441,1
snp3442,1
snp3443,23
snp3444,1
snp3445,1
snp3446,59
snp3447,1
snp3448,0
snp3449,0
snp3450,1
snp3451,1
snp3452,1
snp3453,114
snp3454,0
snp3455,1
snp3456,1
snp3457,0
snp3458,1
snp3459,1
snp3460,108
snp3461,1
snp3462,0
snp3463,3
snp3464,61
snp3465,1
snp3466,1
snp3467,1
snp3468,1
snp3469,1
snp3470,0
snp3471,1
snp3472,4
snp3473,2
snp3474,2
snp3475,2
snp3476,54
snp3477,0
snp3478,1
snp3479,1
snp3480,2
snp3481,0
snp3482,1
snp3483,2
snp3484,1
snp3485,2
snp3486,1
snp3487,108
snp3488,1
snp3489,1
snp3490,0
snp3491,2
snp3492,11
snp3493,1
snp3494,1
snp3495,1
snp3496,1
snp3497,1
snp3498,1
snp3499,1
snp3500,1
snp3501,1
snp3502,1
snp3503,0
snp3504,1
snp3505,1
snp3506,1
snp3507,1
snp3508,7
snp3509,1
snp3510,112
snp3511,1
snp3512,1
snp3513,5
snp3514,97
snp3515,0
snp3516,13
snp3517,8
snp3518,0
snp3519,114
snp3520,0
snp3521,0
snp3522,1
snp3523,48
snp3524,1
snp3525,1
snp3526,1
snp3527,1
snp3528,0
snp3529,1
snp3530,1
snp3531,1
snp3532,109
snp3533,1
snp3534,0
snp3535,1
snp3536,1
snp3537,1
snp3538,0
snp3539,1
snp3540,1
snp3541,1
snp3542,105
snp3543,1
snp3544,0
snp3545,0
snp3546,0
snp3547,1
snp3548,1
snp3549,1
snp3550,0
snp3551,1
snp3552,1
snp3553,1
snp3554,1
snp3555,1
snp3556,29
snp3557,8
snp3558,1
snp3559,1
snp3560,1
snp3561,1
snp3562,0
snp3563,2
snp3564,2
snp3565,1
snp3566,2
snp3567,1
snp3568,1
snp3569,6
snp3570,0
snp3571,0
snp3572,1
snp3573,114
snp3574,114
snp3575,1
snp3576,1
snp3577,1
snp3578,11
snp3579,13
snp3580,1
snp3581,9
snp3582,1
snp3583,114
snp3584,1
snp3585,6
snp3586,26
snp3587,6
snp3588,2
snp3589,1
snp3590,2
snp3591,2
snp3592,0
snp3593,0
snp3594,1
snp3595,1
snp3596,103
snp3597,0
snp3598,0
snp3599,1
snp3600,17
snp3601,51
snp3602,13
snp3603,1
snp3604,1
snp3605,114
snp3606,0
snp3607,2
snp3608,0
snp3609,14
snp3610,1
snp3611,114
snp3612,1
snp3613,0
snp3614,0
snp3615,2
snp3616,0
snp3617,1
snp3618,4
snp3619,1
snp3620,1
snp3621,8
snp3622,114
snp3623,1
snp3624,1
snp3625,114
snp3626,114
snp3627,1
snp3628,0
snp3629,114
snp3630,1
snp3631,5
snp3632,9
snp3633,1
snp3634,1
snp3635,114
snp3636,114
snp3637,0
snp3638,6
snp3639,8
snp3640,0
snp3641,1
snp3642,113
snp3643,113
snp3644,1
snp3645,2
snp3646,1
snp3647,6
snp3648,0
snp3649,0
snp3650,5
snp3651,0
snp3652,114
snp3653,0
snp3654,1
snp3655,1
snp3656,0
snp3657,114
snp3658,0
snp3659,0
snp3660,1
snp3661,0
snp3662,4
snp3663,1
snp3664,3
snp3665,114
snp3666,114
snp3667,0
snp3668,1
snp3669,0
snp3670,2
snp3671,1
snp3672,114
snp3673,12
snp3674,1
snp3675,1
snp3676,114
snp3677,114
snp3678,3
snp3679,53
snp3680,1
snp3681,1
snp3682,0
snp3683,1
snp3684,6
snp3685,1
snp3686,1
snp3687,1
snp3688,1
snp3689,114
snp3690,103
snp3691,0
snp3692,3
snp3693,2
snp3694,2
snp3695,103
snp3696,0
snp3697,0
snp3698,0
snp3699,6
snp3700,2
snp3701,2
snp3702,5
snp3703,114
snp3704,1
snp3705,1
snp3706,1
snp3707,2
snp3708,114
snp3709,12
snp3710,1
snp3711,1
snp3712,1
snp3713,114
snp3714,114
snp3715,2
snp3716,1
snp3717,1
snp3718,0
snp3719,5
snp3720,113
snp3721,0
snp3722,1
snp3723,0
snp3724,0
snp3725,0
snp3726,0
snp3727,1
snp3728,1
snp3729,1
snp3730,1
snp3731,1
snp3732,1
snp3733,105
snp3734,1
snp3735,0
snp3736,0
snp3737,0
snp3738,1
snp3739,1
snp3740,1
snp3741,5
snp3742,1
snp3743,1
snp3744,1
snp3745,1
snp3746,1
snp3747,1
snp3748,1
snp3749,1
snp3750,1
snp3751,1
snp3752,1
snp3753,1
snp3754,101
snp3755,6
snp3756,1
snp3757,1
snp3758,2
snp3759,114
snp3760,1
snp3761,1
snp3762,1
snp3763,0
snp3764,1
snp3765,1
snp3766,1
snp3767,0
snp3768,0
snp3769,1
snp3770,114
snp3771,0
snp3772,114
snp3773,1
snp3774,2
snp3775,1
snp3776,5
snp3777,14
snp3778,0
snp3779,1
snp3780,1
snp3781,0
snp3782,1
snp3783,114
snp3784,12
snp3785,0
snp3786,1
snp3787,1
snp3788,1
snp3789,0
snp3790,1
snp3791,0
snp3792,2
snp3793,1
snp3794,1
snp3795,0
snp3796,0
snp3797,1
snp3798,1
snp3799,1
snp3800,1
snp3801,0
snp3802,80
snp3803,77
snp3804,77
snp3805,2
snp3806,2
snp3807,1
snp3808,1
snp3809,17
snp3810,9
snp3811,1
snp3812,5
snp3813,24
snp3814,8
snp3815,113
snp3816,2
snp3817,8
snp3818,1
snp3819,1
snp3820,2
snp3821,1
snp3822,56
snp3823,1
snp3824,0
snp3825,1
snp3826,113
snp3827,1
snp3828,114
snp3829,114
snp3830,1
snp3831,0
snp3832,0
snp3833,0
snp3834,113
snp3835,114
snp3836,1
snp3837,114
snp3838,1
snp3839,7
snp3840,1
snp3841,4
snp3842,5
snp3843,6
snp3844,1
snp3845,0
snp3846,8
snp3847,0
snp3848,1
snp3849,15
snp3850,99
snp3851,1
snp3852,112
snp3853,1
snp3854,7
snp3855,94
snp3856,1
snp3857,112
snp3858,51
snp3859,1
snp3860,0
snp3861,2
snp3862,0
snp3863,0
snp3864,1
snp3865,1
snp3866,1
snp3867,1
snp3868,1
snp3869,0
snp3870,1
snp3871,1
snp3872,6
snp3873,1
snp3874,1
snp3875,1
snp3876,111
snp3877,113
snp3878,0
snp3879,1
snp3880,1
snp3881,2
snp3882,3
snp3883,15
snp3884,1
snp3885,1
snp3886,1
snp3887,1
snp3888,1
snp3889,1
snp3890,1
snp3891,1
snp3892,3
snp3893,1
snp3894,2
snp3895,2
snp3896,1
snp3897,1
snp3898,2
snp3899,1
snp3900,2
snp3901,2
snp3902,1
snp3903,1
snp3904,2
snp3905,2
snp3906,1
snp3907,2
snp3908,1
snp3909,0
snp3910,2
snp3911,1
snp3912,1
snp3913,1
snp3914,2
snp3915,1
snp3916,31
snp3917,1
snp3918,1
snp3919,1
snp3920,0
snp3921,2
snp3922,75
snp3923,14
snp3924,89
snp3925,0
snp3926,3
snp3927,1
snp3928,37
snp3929,1
snp3930,0
snp3931,2
snp3932,47
snp3933,1
snp3934,114
snp3935,1
snp3936,1
snp3937,1
snp3938,114
snp3939,1
snp3940,1
snp3941,63
snp3942,28
snp3943,1
snp3944,113
snp3945,22
snp3946,5
snp3947,114
snp3948,34
snp3949,3
snp3950,1
snp3951,110
snp3952,0
snp3953,30
snp3954,55
snp3955,3
snp3956,1
snp3957,1
snp3958,0
snp3959,1
snp3960,1
snp3961,30
snp3962,2
snp3963,1
snp3964,91
snp3965,1
snp3966,2
snp3967,114
snp3968,1
snp3969,92
snp3970,0
snp3971,3
snp3972,1
snp3973,1
snp3974,12
snp3975,92
snp3976,114
snp3977,92
snp3978,114
snp3979,3
snp3980,3
snp3981,1
snp3982,9
snp3983,1
snp3984,1
snp3985,2
snp3986,12
snp3987,0
snp3988,1
snp3989,3
snp3990,0
snp3991,1
snp3992,1
snp3993,104
snp3994,42
snp3995,30
snp3996,1
snp3997,92
snp3998,114
snp3999,1
snp4000,33
snp4001,30
snp4002,49
snp4003,1
snp4004,1
snp4005,49
snp4006,30
snp4007,92
snp4008,0
snp4009,92
snp4010,30
snp4011,1
snp4012,0
snp4013,1
snp4014,51
snp4015,1
snp4016,0
snp4017,106
snp4018,9
snp4019,98
snp4020,2
snp4021,0
snp4022,1
snp4023,0
snp4024,1
snp4025,1
snp4026,1
snp4027,1
snp4028,1
snp4029,1
snp4030,1
snp4031,6
snp4032,1
snp4033,1
snp4034,0
snp4035,2
snp4036,1
snp4037,1
snp4038,26
snp4039,63
snp4040,67
snp4041,49
snp4042,36
snp4043,23
snp4044,7
snp4045,3
snp4046,1
snp4047,1
snp4048,2
snp4049,0
snp4050,34
snp4051,3
snp4052,37
snp4053,114
snp4054,1
snp4055,1
snp4056,114
snp4057,37
snp4058,17
snp4059,4
snp4060,1
snp4061,114
snp4062,2
snp4063,1
snp4064,47
snp4065,89
snp4066,46
snp4067,2
snp4068,7
snp4069,1
snp4070,37
snp4071,1
snp4072,1
snp4073,1
snp4074,1
snp4075,1
snp4076,1
snp4077,1
snp4078,2
snp4079,1
snp4080,1
snp4081,1
snp4082,1
snp4083,1
snp4084,1
snp4085,1
snp4086,114
snp4087,3
snp4088,0
snp4089,114
snp4090,114
snp4091,24
snp4092,44
snp4093,1
snp4094,2
snp4095,76
snp4096,114
snp4097,1
snp4098,1
snp4099,1
snp4100,1
snp4101,114
snp4102,1
snp4103,0
snp4104,1
snp4105,114
snp4106,1
snp4107,114
snp4108,114
snp4109,1
snp4110,1
snp4111,36
snp4112,114
snp4113,1
snp4114,46
snp4115,1
snp4116,55
snp4117,3
snp4118,51
snp4119,114
snp4120,3
snp4121,0
snp4122,114
snp4123,1
snp4124,1
snp4125,1
snp4126,3
snp4127,114
snp4128,1
snp4129,114
snp4130,114
snp4131,114
snp4132,6
snp4133,35
snp4134,0
snp4135,2
snp4136,1
snp4137,1
snp4138,48
snp4139,48
snp4140,72
